STAID,ID,Month,Year,qmeas,0,1,2,3,4,5,6,7,8,9
T10281800,T10281800,7,1977,11.08,1.3729798626645913,-2.421916650441135,-0.3406616609073154,-0.8796075173406752,0.332098714742738,0.8481691568114197,-0.6338020156434331,0.44865000407666844,0.5708145115208648,-0.28708833109169235
T10281800,T10281800,7,1961,6.38,1.2878170413861,-2.4347799634713905,-0.3432123721311508,-0.8711701125418169,0.302950190785737,0.8910248158830758,-0.7199896149430913,0.4107752603248403,0.558090383416131,-0.296559121957778
T10281800,T10281800,7,1964,13.29,1.4236629844069055,-2.4236284819562393,-0.33378449653965964,-0.9045217150695533,0.37086642983071527,0.8826394798978159,-0.5486576596115819,0.4491644568747262,0.6112649006345476,-0.29354125671311093
T10281800,T10281800,7,1960,6.74,1.2858384953332647,-2.4428760567950656,-0.3395636239359588,-0.8745069949601773,0.3205874932282339,0.8999473994237646,-0.7134924624165012,0.41702192272150707,0.5285382836424556,-0.31205525866166073
T10281800,T10281800,7,1962,40.52,1.3465505062725853,-2.3834043467115964,-0.3139250293079321,-0.870988337748589,0.36513493323646995,0.8531282725656085,-0.6366957780663691,0.4272145879126813,0.536456193726541,-0.34363245634665307
T10281800,T10281800,7,1959,9.3,1.291346493427698,-2.4176507648240952,-0.3158261967378269,-0.8714894211545442,0.3383618310971269,0.8917570383300267,-0.6303354938168659,0.4053689199105403,0.5982765815587447,-0.3323594900998529
T10281800,T10281800,7,1957,31.65,1.3784837847671578,-2.372281971755714,-0.28704609524699337,-0.8902552938481477,0.37336712515746656,0.8386959885027269,-0.5060555919060621,0.4302544450236184,0.6243637755629584,-0.32907166490355483
T10281800,T10281800,7,1954,21.74,1.314682278143869,-2.4002567721702075,-0.3148492781272425,-0.8719138247942897,0.344683455604363,0.8644123433890001,-0.6418207456179927,0.4008641026055328,0.5721822071705642,-0.3217643374087184
T10281800,T10281800,7,1966,11.76,1.392506287157019,-2.43358727109547,-0.35418306797512467,-0.8989955238222377,0.35357647520522645,0.8880893287513524,-0.6362116145765889,0.41895991164555213,0.5799283057781816,-0.3093024567115426
T10281800,T10281800,7,1975,18.84,1.4138624092501593,-2.4069703745163453,-0.3194695091980078,-0.9009426126598247,0.38180017064182664,0.8761750654669812,-0.5357185316917068,0.4424961400739558,0.5999688655212916,-0.32918059478934775
T10281800,T10281800,7,1955,19.06,1.3916950715226097,-2.4222173271985676,-0.32523854271253994,-0.8982738171356934,0.3662183641083787,0.8798718978446568,-0.5912460320368323,0.4398986118753217,0.5724081105506704,-0.3180752792584845
T10281800,T10281800,7,1976,9.97,1.393789201014624,-2.4157972877607605,-0.3391840954984184,-0.8868789811518086,0.35894752084537035,0.8455910624006793,-0.6101926725888438,0.4456189665352897,0.5839357977117272,-0.32224799884307204
